日期,省,比例,规模,规模/人口
2020-01-01,四川,0.2093,0.46559864988,0.5582048314111018
2020-01-01,贵州,0.1859,0.41354414244,1.1551512358659217
2020-01-01,广东,0.1493,0.3321255538799999,0.2927247962982548
2020-01-01,浙江,0.1033,0.22979618027999998,0.40055112476904303
2020-01-01,广西,0.0503,0.11189494548,0.22905823025588534
2020-01-01,江苏,0.0418,0.09298625687999999,0.11580867183938823
2020-01-01,重庆,0.0317,0.07051828571999999,0.23132657046414054
2020-01-01,福建,0.0298,0.06629163768,0.16821019456990613
2020-01-01,上海,0.0193,0.04293384588,0.17713590292848358
2020-01-01,湖南,0.0189,0.04204402524,0.06128687974111542
2020-01-01,山东,0.0183,0.040709294279999995,0.040517887778136086
2020-01-01,北京,0.0179,0.03981947364,0.18344070410466667
2020-01-01,河南,0.0154,0.03425809464,0.03566693871941697
2020-01-01,湖北,0.0151,0.03359072916,0.0567698650667568
2020-01-01,河北,0.0123,0.02736198468,0.036210823657080844
2020-01-01,陕西,0.0113,0.025137433079999997,0.06553989393654965
2020-01-01,江西,0.0102,0.022690426320000002,0.04909116271824496
2020-01-01,安徽,0.0094,0.02091078504,0.03306784907331267
2020-01-01,山西,0.0066,0.014682040559999998,0.03965600378138209
2020-01-01,天津,0.0063,0.014014675079999999,0.08986070197486534
2020-01-01,海南,0.006,0.0133473096,0.14417678015900448
2020-01-01,西藏,0.005600000000000001,0.01245748896,0.3694939629245143
2020-01-01,辽宁,0.0049,0.010900302839999999,0.025004709104672767
2020-01-01,黑龙江,0.0039,0.00867575124,0.02289901876633146
2020-01-01,内蒙古,0.0035,0.007785930599999999,0.03072585082872928
2020-01-01,甘肃,0.003,0.0066736548,0.025416572279497736
2020-01-01,新疆,0.0029,0.0064511996399999995,0.026388836284651915
2020-01-01,吉林,0.0027,0.00600628932,0.022102829953301463
2020-01-01,宁夏,0.0015,0.0033368274,0.04894215814253655
2020-01-01,青海,0.0013,0.0028919170799999996,0.04832910658778702
2020-01-02,广东,0.1772,0.49841199935999997,0.4392843287149656
2020-01-02,浙江,0.1393,0.39181033583999997,0.6829533481610598
2020-01-02,四川,0.1382,0.38871635615999994,0.4660308789833353
2020-01-02,贵州,0.1216,0.34202539008,0.9553781845810057
2020-01-02,江苏,0.0566,0.15919931807999999,0.19827297283698453
2020-01-02,广西,0.0417,0.11728995696,0.24010226603889456
2020-01-02,重庆,0.0387,0.10885183055999999,0.3570750535849601
2020-01-02,福建,0.0353,0.09928862063999999,0.25193763166708955
2020-01-02,上海,0.0243,0.06834882383999999,0.2819926884453209
2020-01-02,山东,0.0236,0.06637992767999999,0.066067823282812
2020-01-02,北京,0.0236,0.06637992767999999,0.30579963919472974
2020-01-02,湖南,0.0226,0.06356721887999998,0.09266088288971165
2020-01-02,湖北,0.0195,0.0548478216,0.09269532127767449
2020-01-02,河南,0.0187,0.05259765456,0.05476070230088495
2020-01-02,河北,0.0175,0.049222404000000004,0.06514088111906621
2020-01-02,安徽,0.0141,0.039659194079999995,0.06271616496932127
2020-01-02,陕西,0.0138,0.03881538144,0.1012018997559602
2020-01-02,江西,0.0118,0.033189963839999996,0.07180710897643927
2020-01-02,山西,0.009000000000000001,0.0253143792,0.0683738144691885
2020-01-02,天津,0.0089,0.025033108319999997,0.16050979943575275
2020-01-02,辽宁,0.0071,0.01997023248,0.04581064042392127
2020-01-02,海南,0.0058,0.016313711039999998,0.17621965779467677
2020-01-02,黑龙江,0.005,0.014063543999999999,0.037119708607173965
2020-01-02,西藏,0.0048,0.013501002239999997,0.4004449722675366
2020-01-02,甘肃,0.0044,0.01237591872,0.04713360850969833
2020-01-02,吉林,0.0044,0.01237591872,0.04554273236109118
2020-01-02,内蒙古,0.0038,0.01068829344,0.04217953212312549
2020-01-02,新疆,0.0036,0.01012575168,0.04141970769060855
2020-01-02,宁夏,0.0021,0.005906688479999999,0.0866350119538274
2020-01-02,青海,0.0013,0.0036565214399999994,0.06110701293492428
2020-01-03,四川,0.17859999999999998,0.6247430143199999,0.7490025348519361
2020-01-03,贵州,0.1521,0.53204598252,1.4861619623463689
2020-01-03,广东,0.147,0.5142061764,0.45320480909571653
2020-01-03,浙江,0.1101,0.38512993212,0.6713089282203243
2020-01-03,江苏,0.0486,0.17000285832,0.21172811866538802
2020-01-03,广西,0.0458,0.16020845496,0.3279599896827021
2020-01-03,重庆,0.0387,0.13537264644,0.444073330993331
2020-01-03,福建,0.0312,0.10913763743999999,0.2769287933011926
2020-01-03,山东,0.0256,0.08954883072,0.08912779103514995
2020-01-03,上海,0.0236,0.08255282832,0.34059538538976303
2020-01-03,北京,0.0219,0.07660622628,0.35291024222601
2020-01-03,湖南,0.0213,0.07450742555999999,0.10860824110084254
2020-01-03,湖北,0.0191,0.06681182292,0.1129150294405949
2020-01-03,河南,0.019,0.06646202279999999,0.06919523456533055
2020-01-03,河北,0.0154,0.05386921848,0.07129047083890264
2020-01-03,陕西,0.0147,0.05142061764,0.13406706307490143
2020-01-03,江西,0.0133,0.046523415959999995,0.1006542825988187
2020-01-03,安徽,0.0115,0.0402270138,0.06361410241001961
2020-01-03,天津,0.009000000000000001,0.0314820108,0.2018595203898436
2020-01-03,辽宁,0.0074,0.02588520888,0.059379278508017344
2020-01-03,山西,0.0073,0.02553540876,0.06897081248396289
2020-01-03,海南,0.006,0.020988007200000002,0.2267111043899067
2020-01-03,西藏,0.0055000000000000005,0.0192390066,0.5706364110929854
2020-01-03,黑龙江,0.0055000000000000005,0.0192390066,0.05077996832686674
2020-01-03,甘肃,0.0045000000000000005,0.0157410054,0.059949519939368784
2020-01-03,内蒙古,0.004,0.0139920048,0.055217067087608526
2020-01-03,吉林,0.0039,0.013642204679999999,0.05020259833739967
2020-01-03,新疆,0.0035,0.012243004200000001,0.05008039612708464
2020-01-03,宁夏,0.0022,0.00769560264,0.11287350415817186
2020-01-03,青海,0.0018,0.00629640216,0.10522414118118921
2020-01-04,四川,0.1851,0.74602067256,0.8944019572713104
2020-01-04,贵州,0.1483,0.5977032184800001,1.6695620627932963
2020-01-04,广东,0.1383,0.5573995624800001,0.4912740723426759
2020-01-04,浙江,0.1129,0.4550282762400001,0.7931467251873803
2020-01-04,江苏,0.0492,0.19829398752000002,0.24696298247667917
2020-01-04,广西,0.0482,0.19426362192000002,0.39767373985670423
2020-01-04,重庆,0.0389,0.15678122184,0.5143015317392888
2020-01-04,福建,0.0306,0.12332918736000001,0.31293881593504186
2020-01-04,湖南,0.0257,0.10358039592000001,0.1509874288213172
2020-01-04,上海,0.0238,0.09592270128000002,0.395756633357813
2020-01-04,北京,0.0219,0.08826500664,0.4066200149260607
2020-01-04,山东,0.0218,0.08786197008000002,0.08744886165752985
2020-01-04,河南,0.0193,0.07778605608000001,0.08098496208224884
2020-01-04,湖北,0.0191,0.07697998296000001,0.13009968389386514
2020-01-04,陕西,0.0141,0.05682815496000001,0.14816593392153185
2020-01-04,河北,0.013999999999999999,0.0564251184,0.07467294628323386
2020-01-04,江西,0.0131,0.05279778936000001,0.11422900707470632
2020-01-04,安徽,0.0122,0.04917046032000001,0.07775706926434311
2020-01-04,天津,0.0091,0.036676326960000005,0.23516495870736093
2020-01-04,辽宁,0.0084,0.033855071040000004,0.07766171412841512
2020-01-04,山西,0.0075,0.030227742000000002,0.08164474455413455
2020-01-04,海南,0.006500000000000001,0.026197376400000007,0.2829823755617007
2020-01-04,黑龙江,0.0052,0.02095790112,0.055316866260194796
2020-01-04,西藏,0.0051,0.020554864560000004,0.6096652694646301
2020-01-04,甘肃,0.0043,0.017330572080000002,0.06600337463010006
2020-01-04,吉林,0.0042,0.016927535520000002,0.062292443669202155
2020-01-04,内蒙古,0.0037,0.014912352720000003,0.05884906361483821
2020-01-04,新疆,0.0035,0.014106279600000002,0.05770218311673969
2020-01-04,宁夏,0.0024,0.00967287744,0.14187473327564204
2020-01-04,青海,0.0016,0.006448584960000001,0.10776738794745815
2020-01-05,四川,0.1853,0.69917522004,0.8382390840906366
2020-01-05,贵州,0.1449,0.54673766532,1.5272001824581007
2020-01-05,广东,0.1425,0.537681969,0.4738956187202538
2020-01-05,浙江,0.1196,0.45127553328000003,0.7866054266689908
2020-01-05,江苏,0.0492,0.18564177456,0.23120542831878246
2020-01-05,广西,0.0475,0.179227323,0.3668931893551689
2020-01-05,重庆,0.0372,0.14036329296,0.46044453361238413
2020-01-05,福建,0.0302,0.11395084536000001,0.2891419572697285
2020-01-05,上海,0.0253,0.09546213204,0.39385642277764477
2020-01-05,湖南,0.0237,0.08942500116,0.13035334415906244
2020-01-05,山东,0.0231,0.08716107708,0.08675126410835214
2020-01-05,北京,0.0206,0.07772806008000001,0.35807831611922425
2020-01-05,湖北,0.0204,0.07697341872,0.13008859002873077
2020-01-05,河南,0.0178,0.06716308104,0.06992512341488807
2020-01-05,陕西,0.015700000000000002,0.05923934676000001,0.15445254458419377
2020-01-05,江西,0.0139,0.05244757452,0.11347131070292724
2020-01-05,河北,0.013500000000000002,0.05093829180000001,0.06741168534864948
2020-01-05,安徽,0.0115,0.0433918782,0.06861894838383199
2020-01-05,天津,0.0077,0.02905369236,0.1862893842010772
2020-01-05,海南,0.0072,0.02716708896,0.29345714828897335
2020-01-05,辽宁,0.0071,0.02678976828,0.061454289174867525
2020-01-05,山西,0.0059,0.02226192012,0.06012916153254015
2020-01-05,黑龙江,0.0052,0.01962067536,0.051787355451738064
2020-01-05,西藏,0.0051,0.01924335468,0.5707653768352365
2020-01-05,甘肃,0.0038,0.01433818584,0.054606890479146596
2020-01-05,吉林,0.0037,0.01396086516,0.051375252205208596
2020-01-05,新疆,0.0034,0.01282890312,0.0524770342009351
2020-01-05,内蒙古,0.0033,0.012451582440000001,0.04913805224940805
2020-01-05,宁夏,0.0019,0.00716909292,0.105151042403086
2020-01-05,青海,0.0015,0.0056598102,0.0945855509876667
2020-01-06,四川,0.1769,0.7114356165600001,0.8529380368780723
2020-01-06,广东,0.1474,0.59279598576,0.5224713429931254
2020-01-06,贵州,0.1434,0.57670925616,1.6109197099441341
2020-01-06,浙江,0.1235,0.49667777640000005,0.8657447732264251
2020-01-06,江苏,0.0498,0.20027978352,0.2494361694294646
2020-01-06,广西,0.0461,0.18539955864000002,0.379528267430911
2020-01-06,重庆,0.0355,0.1427697252,0.4683385388544268
2020-01-06,福建,0.0312,0.12547649088,0.3183874419690434
2020-01-06,湖南,0.0254,0.10215073296,0.14890343278621615
2020-01-06,上海,0.0252,0.10134639648000002,0.4181336444726832
2020-01-06,北京,0.0252,0.10134639648000002,0.4668834775878749
2020-01-06,湖北,0.0208,0.08365099392,0.1413739968227142
2020-01-06,山东,0.018500000000000003,0.07440112440000002,0.07405130603031282
2020-01-06,河南,0.0173,0.06957510552,0.07243634098906819
2020-01-06,河北,0.0142,0.05710789008000001,0.07557652565408997
2020-01-06,陕西,0.0136,0.054694880640000006,0.14260392716350667
2020-01-06,江西,0.0134,0.053890544160000005,0.11659320257026028
2020-01-06,安徽,0.0114,0.045847179360000004,0.07250170687583023
2020-01-06,天津,0.0086,0.03458646864000001,0.2217649951269557
2020-01-06,辽宁,0.0074,0.029760449760000005,0.06826887289243687
2020-01-06,山西,0.0073,0.029358281520000005,0.07929634291733631
2020-01-06,海南,0.0068000000000000005,0.027347440320000006,0.2954052920843416
2020-01-06,黑龙江,0.0055000000000000005,0.022119253200000005,0.05838217119328531
2020-01-06,西藏,0.0049,0.019706243760000002,0.5844948468040931
2020-01-06,甘肃,0.004,0.016086729600000002,0.06126620837792446
2020-01-06,吉林,0.0039,0.01568456136,0.057718363895298136
2020-01-06,新疆,0.0038,0.015282393120000001,0.06251311269005634
2020-01-06,内蒙古,0.0034,0.013673720160000001,0.05396101089187056
2020-01-06,宁夏,0.0023,0.00924986952,0.13567036066824095
2020-01-06,青海,0.0014000000000000002,0.005630355360000001,0.09409330793141484
2020-01-07,四川,0.1691,0.716084388,0.8585114350797266
2020-01-07,广东,0.1523,0.6449417639999999,0.5684309571655208
2020-01-07,贵州,0.1427,0.6042888359999999,1.6879576424581004
2020-01-07,浙江,0.11800000000000001,0.49969224,0.870999198187206
2020-01-07,江苏,0.0488,0.20665238400000002,0.2573728519298071
2020-01-07,广西,0.0471,0.19945342800000002,0.40829770317297853
2020-01-07,重庆,0.0362,0.15329541600000002,0.5028667740443442
2020-01-07,福建,0.0354,0.149907672,0.38037978178127374
2020-01-07,湖南,0.0272,0.11518329599999999,0.1679007842336958
2020-01-07,上海,0.0258,0.109254744,0.4507618018136959
2020-01-07,北京,0.0237,0.100361916,0.46234816418666785
2020-01-07,湖北,0.0214,0.090622152,0.15315557208044617
2020-01-07,山东,0.0203,0.085964004,0.08555981941309256
2020-01-07,河南,0.0165,0.06987222,0.0727456741280583
2020-01-07,江西,0.0143,0.060555924000000004,0.13101387680924256
2020-01-07,河北,0.0141,0.059708988,0.07901881608723846
2020-01-07,陕西,0.013000000000000001,0.055050840000000004,0.14353200675802516
2020-01-07,安徽,0.011000000000000001,0.04658148,0.07366291353026756
2020-01-07,天津,0.0099,0.041923332,0.2688082328802257
2020-01-07,辽宁,0.0085,0.035994780000000004,0.08257009152845642
2020-01-07,山西,0.0075,0.0317601,0.08578362391454077
2020-01-07,海南,0.0066,0.027948887999999998,0.3019020912547528
2020-01-07,黑龙江,0.0052,0.022020335999999998,0.05812108638847098
2020-01-07,吉林,0.004699999999999999,0.019902995999999996,0.07324198231417182
2020-01-07,西藏,0.0044,0.018632592,0.5526499184339314
2020-01-07,甘肃,0.0043,0.018209124,0.06934933408487609
2020-01-07,新疆,0.0034,0.014397911999999999,0.0588951146780547
2020-01-07,内蒙古,0.0032,0.013550976000000001,0.05347662194159432
2020-01-07,宁夏,0.0016,0.0067754880000000005,0.09937793162117367
2020-01-07,青海,0.0016,0.0067754880000000005,0.11323052241050838
